Date,Time,TempInSitu,AbsPressure,Depth,LoggerID
2022-06-04,00:04:00,26.488,105.742,0.448,WL_876_VSled_20220603
2022-06-04,00:06:00,26.488,105.914,0.465,WL_876_VSled_20220603
2022-06-04,00:08:00,26.488,106.086,0.483,WL_876_VSled_20220603
2022-06-04,00:10:00,26.488,106.086,0.483,WL_876_VSled_20220603
2022-06-04,00:12:00,26.488,106.172,0.492,WL_876_VSled_20220603
2022-06-04,00:14:00,26.488,105.897,0.464,WL_876_VSled_20220603
2022-06-04,00:16:00,26.488,105.983,0.473,WL_876_VSled_20220603
2022-06-04,00:18:00,26.488,106.017,0.476,WL_876_VSled_20220603
2022-06-04,00:20:00,26.488,105.828,0.457,WL_876_VSled_20220603
2022-06-04,00:22:00,26.488,105.828,0.457,WL_876_VSled_20220603
2022-06-04,00:24:00,26.488,105.931,0.467,WL_876_VSled_20220603
2022-06-04,00:26:00,26.488,105.793,0.453,WL_876_VSled_20220603
2022-06-04,00:28:00,26.488,106.034,0.478,WL_876_VSled_20220603
2022-06-04,00:30:00,26.488,106.534,0.529,WL_876_VSled_20220603
2022-06-04,00:32:00,26.488,106.241,0.499,WL_876_VSled_20220603
2022-06-04,00:34:00,26.488,105.776,0.451,WL_876_VSled_20220603
2022-06-04,00:36:00,26.488,105.897,0.464,WL_876_VSled_20220603
2022-06-04,00:38:00,26.488,106.017,0.476,WL_876_VSled_20220603
2022-06-04,00:40:00,26.488,106.086,0.483,WL_876_VSled_20220603
2022-06-04,00:42:00,26.488,105.862,0.46,WL_876_VSled_20220603
2022-06-04,00:44:00,26.488,106.189,0.494,WL_876_VSled_20220603
2022-06-04,00:46:00,26.585,106.02,0.477,WL_876_VSled_20220603
2022-06-04,00:48:00,26.488,106.362,0.511,WL_876_VSled_20220603
2022-06-04,00:50:00,26.488,106.224,0.497,WL_876_VSled_20220603
2022-06-04,00:52:00,26.488,105.897,0.464,WL_876_VSled_20220603
2022-06-04,00:54:00,26.488,105.914,0.465,WL_876_VSled_20220603
2022-06-04,00:56:00,26.488,106.327,0.508,WL_876_VSled_20220603
2022-06-04,00:58:00,26.488,105.897,0.464,WL_876_VSled_20220603
2022-06-04,01:00:00,26.488,106.241,0.499,WL_876_VSled_20220603
2022-06-04,01:02:00,26.488,106.086,0.483,WL_876_VSled_20220603
2022-06-04,01:04:00,26.39,106.152,0.49,WL_876_VSled_20220603
2022-06-04,01:06:00,26.488,106.069,0.481,WL_876_VSled_20220603
2022-06-04,01:08:00,26.488,106.293,0.504,WL_876_VSled_20220603
2022-06-04,01:10:00,26.488,106.258,0.501,WL_876_VSled_20220603
2022-06-04,01:12:00,26.488,105.948,0.469,WL_876_VSled_20220603
2022-06-04,01:14:00,26.39,106.238,0.498,WL_876_VSled_20220603
2022-06-04,01:16:00,26.39,105.86,0.46,WL_876_VSled_20220603
2022-06-04,01:18:00,26.39,105.756,0.449,WL_876_VSled_20220603
2022-06-04,01:20:00,26.488,105.948,0.469,WL_876_VSled_20220603
2022-06-04,01:22:00,26.488,106.12,0.487,WL_876_VSled_20220603
2022-06-04,01:24:00,26.488,105.879,0.462,WL_876_VSled_20220603
2022-06-04,01:26:00,26.488,105.845,0.458,WL_876_VSled_20220603
2022-06-04,01:28:00,26.488,105.965,0.471,WL_876_VSled_20220603
2022-06-04,01:30:00,26.488,105.897,0.464,WL_876_VSled_20220603
2022-06-04,01:32:00,26.39,105.705,0.444,WL_876_VSled_20220603
2022-06-04,01:34:00,26.488,105.897,0.464,WL_876_VSled_20220603
2022-06-04,01:36:00,26.488,106.344,0.509,WL_876_VSled_20220603
2022-06-04,01:38:00,26.39,105.877,0.461,WL_876_VSled_20220603
2022-06-04,01:40:00,26.488,106.362,0.511,WL_876_VSled_20220603
2022-06-04,01:42:00,26.488,105.914,0.465,WL_876_VSled_20220603
2022-06-04,01:44:00,26.39,105.86,0.46,WL_876_VSled_20220603
2022-06-04,01:46:00,26.39,106.204,0.495,WL_876_VSled_20220603
2022-06-04,01:48:00,26.39,105.722,0.446,WL_876_VSled_20220603
2022-06-04,01:50:00,26.39,105.928,0.467,WL_876_VSled_20220603
2022-06-04,01:52:00,26.39,105.963,0.47,WL_876_VSled_20220603
2022-06-04,01:54:00,26.39,105.739,0.447,WL_876_VSled_20220603
2022-06-04,01:56:00,26.39,105.687,0.442,WL_876_VSled_20220603
2022-06-04,01:58:00,26.488,105.724,0.446,WL_876_VSled_20220603
2022-06-04,02:00:00,26.488,105.845,0.458,WL_876_VSled_20220603
2022-06-04,02:02:00,26.488,106.103,0.485,WL_876_VSled_20220603
2022-06-04,02:04:00,26.488,105.862,0.46,WL_876_VSled_20220603
2022-06-04,02:06:00,26.488,105.535,0.427,WL_876_VSled_20220603
2022-06-04,02:08:00,26.488,105.828,0.457,WL_876_VSled_20220603
2022-06-04,02:10:00,26.488,105.776,0.451,WL_876_VSled_20220603
2022-06-04,02:12:00,26.488,105.828,0.457,WL_876_VSled_20220603
2022-06-04,02:14:00,26.488,105.965,0.471,WL_876_VSled_20220603
2022-06-04,02:16:00,26.488,105.707,0.444,WL_876_VSled_20220603
2022-06-04,02:18:00,26.488,105.742,0.448,WL_876_VSled_20220603
2022-06-04,02:20:00,26.39,105.722,0.446,WL_876_VSled_20220603
2022-06-04,02:22:00,26.488,105.655,0.439,WL_876_VSled_20220603
2022-06-04,02:24:00,26.488,106.017,0.476,WL_876_VSled_20220603
2022-06-04,02:26:00,26.488,105.897,0.464,WL_876_VSled_20220603
2022-06-04,02:28:00,26.39,105.791,0.453,WL_876_VSled_20220603
2022-06-04,02:30:00,26.488,105.69,0.443,WL_876_VSled_20220603
2022-06-04,02:32:00,26.488,105.793,0.453,WL_876_VSled_20220603
2022-06-04,02:34:00,26.488,105.81,0.455,WL_876_VSled_20220603
2022-06-04,02:36:00,26.488,105.776,0.451,WL_876_VSled_20220603
2022-06-04,02:38:00,26.488,105.879,0.462,WL_876_VSled_20220603
2022-06-04,02:40:00,26.488,105.742,0.448,WL_876_VSled_20220603
2022-06-04,02:42:00,26.488,105.604,0.434,WL_876_VSled_20220603
2022-06-04,02:44:00,26.488,105.432,0.416,WL_876_VSled_20220603
2022-06-04,02:46:00,26.488,106.086,0.483,WL_876_VSled_20220603
2022-06-04,02:48:00,26.488,106.172,0.492,WL_876_VSled_20220603
2022-06-04,02:50:00,26.488,105.5,0.423,WL_876_VSled_20220603
2022-06-04,02:52:00,26.488,105.965,0.471,WL_876_VSled_20220603
2022-06-04,02:54:00,26.488,105.518,0.425,WL_876_VSled_20220603
2022-06-04,02:56:00,26.488,105.828,0.457,WL_876_VSled_20220603
2022-06-04,02:58:00,26.488,105.449,0.418,WL_876_VSled_20220603
2022-06-04,03:00:00,26.488,105.5,0.423,WL_876_VSled_20220603
2022-06-04,03:02:00,26.488,105.587,0.432,WL_876_VSled_20220603
2022-06-04,03:04:00,26.488,105.569,0.43,WL_876_VSled_20220603
2022-06-04,03:06:00,26.488,105.897,0.464,WL_876_VSled_20220603
2022-06-04,03:08:00,26.488,105.655,0.439,WL_876_VSled_20220603
2022-06-04,03:10:00,26.39,105.894,0.463,WL_876_VSled_20220603
2022-06-04,03:12:00,26.39,105.653,0.438,WL_876_VSled_20220603
2022-06-04,03:14:00,26.488,106,0.474,WL_876_VSled_20220603
2022-06-04,03:16:00,26.488,106.138,0.488,WL_876_VSled_20220603
2022-06-04,03:18:00,26.39,105.739,0.447,WL_876_VSled_20220603
2022-06-04,03:20:00,26.39,105.705,0.444,WL_876_VSled_20220603
2022-06-04,03:22:00,26.39,105.67,0.44,WL_876_VSled_20220603
2022-06-04,03:24:00,26.39,105.584,0.431,WL_876_VSled_20220603
2022-06-04,03:26:00,26.488,105.5,0.423,WL_876_VSled_20220603
2022-06-04,03:28:00,26.488,105.673,0.441,WL_876_VSled_20220603
2022-06-04,03:30:00,26.488,105.139,0.386,WL_876_VSled_20220603
2022-06-04,03:32:00,26.39,105.894,0.463,WL_876_VSled_20220603
2022-06-04,03:34:00,26.488,105.569,0.43,WL_876_VSled_20220603
2022-06-04,03:36:00,26.39,105.911,0.465,WL_876_VSled_20220603
2022-06-04,03:38:00,26.39,105.67,0.44,WL_876_VSled_20220603
2022-06-04,03:40:00,26.39,105.515,0.424,WL_876_VSled_20220603
2022-06-04,03:42:00,26.39,105.687,0.442,WL_876_VSled_20220603
2022-06-04,03:44:00,26.39,105.877,0.461,WL_876_VSled_20220603
2022-06-04,03:46:00,26.39,105.481,0.421,WL_876_VSled_20220603
2022-06-04,03:48:00,26.39,105.532,0.426,WL_876_VSled_20220603
2022-06-04,03:50:00,26.39,105.481,0.421,WL_876_VSled_20220603
2022-06-04,03:52:00,26.39,105.291,0.401,WL_876_VSled_20220603
2022-06-04,03:54:00,26.488,105.414,0.414,WL_876_VSled_20220603
2022-06-04,03:56:00,26.39,105.481,0.421,WL_876_VSled_20220603
2022-06-04,03:58:00,26.39,105.343,0.407,WL_876_VSled_20220603
2022-06-04,04:00:00,26.39,105.205,0.393,WL_876_VSled_20220603
2022-06-04,04:02:00,26.39,105.395,0.412,WL_876_VSled_20220603
2022-06-04,04:04:00,26.39,105.705,0.444,WL_876_VSled_20220603
2022-06-04,04:06:00,26.39,105.291,0.401,WL_876_VSled_20220603
2022-06-04,04:08:00,26.39,105.55,0.428,WL_876_VSled_20220603
2022-06-04,04:10:00,26.39,105.412,0.414,WL_876_VSled_20220603
2022-06-04,04:12:00,26.39,105.687,0.442,WL_876_VSled_20220603
2022-06-04,04:14:00,26.39,105.532,0.426,WL_876_VSled_20220603
2022-06-04,04:16:00,26.39,105.291,0.401,WL_876_VSled_20220603
2022-06-04,04:18:00,26.39,105.291,0.401,WL_876_VSled_20220603
2022-06-04,04:20:00,26.39,105.343,0.407,WL_876_VSled_20220603
2022-06-04,04:22:00,26.39,105.601,0.433,WL_876_VSled_20220603
2022-06-04,04:24:00,26.39,105.24,0.396,WL_876_VSled_20220603
2022-06-04,04:26:00,26.39,105.36,0.408,WL_876_VSled_20220603
2022-06-04,04:28:00,26.39,105.463,0.419,WL_876_VSled_20220603
2022-06-04,04:30:00,26.39,105.567,0.43,WL_876_VSled_20220603
2022-06-04,04:32:00,26.39,105.395,0.412,WL_876_VSled_20220603
2022-06-04,04:34:00,26.39,105.515,0.424,WL_876_VSled_20220603
2022-06-04,04:36:00,26.39,105.308,0.403,WL_876_VSled_20220603
2022-06-04,04:38:00,26.39,105.515,0.424,WL_876_VSled_20220603
2022-06-04,04:40:00,26.39,105.153,0.387,WL_876_VSled_20220603
2022-06-04,04:42:00,26.39,105.429,0.416,WL_876_VSled_20220603
2022-06-04,04:44:00,26.39,105.24,0.396,WL_876_VSled_20220603
2022-06-04,04:46:00,26.39,105.257,0.398,WL_876_VSled_20220603
2022-06-04,04:48:00,26.39,105.567,0.43,WL_876_VSled_20220603
2022-06-04,04:50:00,26.39,105.24,0.396,WL_876_VSled_20220603
2022-06-04,04:52:00,26.39,105.291,0.401,WL_876_VSled_20220603
2022-06-04,04:54:00,26.39,105.257,0.398,WL_876_VSled_20220603
2022-06-04,04:56:00,26.39,105.498,0.423,WL_876_VSled_20220603
2022-06-04,04:58:00,26.39,105.532,0.426,WL_876_VSled_20220603
2022-06-04,05:00:00,26.39,105.102,0.382,WL_876_VSled_20220603
2022-06-04,05:02:00,26.39,105.188,0.391,WL_876_VSled_20220603
2022-06-04,05:04:00,26.39,105.377,0.41,WL_876_VSled_20220603
2022-06-04,05:06:00,26.292,105.134,0.385,WL_876_VSled_20220603
2022-06-04,05:08:00,26.292,105.203,0.392,WL_876_VSled_20220603
2022-06-04,05:10:00,26.39,105.067,0.378,WL_876_VSled_20220603
2022-06-04,05:12:00,26.39,105.102,0.382,WL_876_VSled_20220603
2022-06-04,05:14:00,26.39,105.171,0.389,WL_876_VSled_20220603
2022-06-04,05:16:00,26.39,105.326,0.405,WL_876_VSled_20220603
2022-06-04,05:18:00,26.39,105.205,0.393,WL_876_VSled_20220603
2022-06-04,05:20:00,26.39,105.119,0.384,WL_876_VSled_20220603
2022-06-04,05:22:00,26.39,105.308,0.403,WL_876_VSled_20220603
2022-06-04,05:24:00,26.39,105.188,0.391,WL_876_VSled_20220603
2022-06-04,05:26:00,26.39,105.274,0.4,WL_876_VSled_20220603
2022-06-04,05:28:00,26.292,105.254,0.397,WL_876_VSled_20220603
2022-06-04,05:30:00,26.292,105.013,0.373,WL_876_VSled_20220603
2022-06-04,05:32:00,26.292,105.168,0.389,WL_876_VSled_20220603
2022-06-04,05:34:00,26.292,105.082,0.38,WL_876_VSled_20220603
2022-06-04,05:36:00,26.292,104.996,0.371,WL_876_VSled_20220603
2022-06-04,05:38:00,26.292,105.099,0.381,WL_876_VSled_20220603
2022-06-04,05:40:00,26.292,105.151,0.387,WL_876_VSled_20220603
2022-06-04,05:42:00,26.292,105.134,0.385,WL_876_VSled_20220603
2022-06-04,05:44:00,26.292,105.013,0.373,WL_876_VSled_20220603
2022-06-04,05:46:00,26.292,105.065,0.378,WL_876_VSled_20220603
2022-06-04,05:48:00,26.292,104.927,0.364,WL_876_VSled_20220603
2022-06-04,05:50:00,26.292,104.944,0.366,WL_876_VSled_20220603
2022-06-04,05:52:00,26.292,105.151,0.387,WL_876_VSled_20220603
2022-06-04,05:54:00,26.292,104.996,0.371,WL_876_VSled_20220603
2022-06-04,05:56:00,26.292,105.03,0.374,WL_876_VSled_20220603
2022-06-04,05:58:00,26.292,104.91,0.362,WL_876_VSled_20220603
2022-06-04,06:00:00,26.292,104.979,0.369,WL_876_VSled_20220603
2022-06-04,06:02:00,26.292,105.048,0.376,WL_876_VSled_20220603
2022-06-04,06:04:00,26.292,105.099,0.381,WL_876_VSled_20220603
2022-06-04,06:06:00,26.292,104.944,0.366,WL_876_VSled_20220603
2022-06-04,06:08:00,26.292,104.875,0.359,WL_876_VSled_20220603
2022-06-04,06:10:00,26.292,105.065,0.378,WL_876_VSled_20220603
2022-06-04,06:12:00,26.292,104.893,0.36,WL_876_VSled_20220603
2022-06-04,06:14:00,26.292,104.944,0.366,WL_876_VSled_20220603
2022-06-04,06:16:00,26.292,105.03,0.374,WL_876_VSled_20220603
2022-06-04,06:18:00,26.292,104.824,0.353,WL_876_VSled_20220603
2022-06-04,06:20:00,26.292,104.91,0.362,WL_876_VSled_20220603
2022-06-04,06:22:00,26.292,104.996,0.371,WL_876_VSled_20220603
2022-06-04,06:24:00,26.292,104.738,0.345,WL_876_VSled_20220603
2022-06-04,06:26:00,26.292,104.893,0.36,WL_876_VSled_20220603
2022-06-04,06:28:00,26.292,104.824,0.353,WL_876_VSled_20220603
2022-06-04,06:30:00,26.292,104.807,0.352,WL_876_VSled_20220603
2022-06-04,06:32:00,26.292,105.082,0.38,WL_876_VSled_20220603
2022-06-04,06:34:00,26.292,105.099,0.381,WL_876_VSled_20220603
2022-06-04,06:36:00,26.292,105.013,0.373,WL_876_VSled_20220603
2022-06-04,06:38:00,26.292,104.996,0.371,WL_876_VSled_20220603
2022-06-04,06:40:00,26.292,105.048,0.376,WL_876_VSled_20220603
2022-06-04,06:42:00,26.292,104.979,0.369,WL_876_VSled_20220603
2022-06-04,06:44:00,26.292,104.789,0.35,WL_876_VSled_20220603
2022-06-04,06:46:00,26.292,104.996,0.371,WL_876_VSled_20220603
2022-06-04,06:48:00,26.195,104.838,0.354,WL_876_VSled_20220603
2022-06-04,06:50:00,26.292,104.858,0.357,WL_876_VSled_20220603
2022-06-04,06:52:00,26.292,104.858,0.357,WL_876_VSled_20220603
2022-06-04,06:54:00,26.195,104.821,0.353,WL_876_VSled_20220603
2022-06-04,06:56:00,26.195,104.821,0.353,WL_876_VSled_20220603
2022-06-04,06:58:00,26.195,104.873,0.358,WL_876_VSled_20220603
2022-06-04,07:00:00,26.292,104.979,0.369,WL_876_VSled_20220603
2022-06-04,07:02:00,26.195,104.752,0.346,WL_876_VSled_20220603
2022-06-04,07:04:00,26.195,104.959,0.367,WL_876_VSled_20220603
2022-06-04,07:06:00,26.292,104.772,0.348,WL_876_VSled_20220603
2022-06-04,07:08:00,26.195,104.804,0.351,WL_876_VSled_20220603
2022-06-04,07:10:00,26.292,104.807,0.352,WL_876_VSled_20220603
2022-06-04,07:12:00,26.195,104.89,0.36,WL_876_VSled_20220603
2022-06-04,07:14:00,26.292,104.962,0.367,WL_876_VSled_20220603
2022-06-04,07:16:00,26.292,104.893,0.36,WL_876_VSled_20220603
2022-06-04,07:18:00,26.292,104.996,0.371,WL_876_VSled_20220603
2022-06-04,07:20:00,26.292,105.116,0.383,WL_876_VSled_20220603
2022-06-04,07:22:00,26.292,104.807,0.352,WL_876_VSled_20220603
2022-06-04,07:24:00,26.292,104.875,0.359,WL_876_VSled_20220603
2022-06-04,07:26:00,26.195,104.942,0.365,WL_876_VSled_20220603
2022-06-04,07:28:00,26.195,104.752,0.346,WL_876_VSled_20220603
2022-06-04,07:30:00,26.195,104.907,0.362,WL_876_VSled_20220603
2022-06-04,07:32:00,26.195,105.183,0.39,WL_876_VSled_20220603
2022-06-04,07:34:00,26.292,104.875,0.359,WL_876_VSled_20220603
2022-06-04,07:36:00,26.195,104.856,0.356,WL_876_VSled_20220603
2022-06-04,07:38:00,26.195,104.684,0.339,WL_876_VSled_20220603
2022-06-04,07:40:00,26.195,104.821,0.353,WL_876_VSled_20220603
2022-06-04,07:42:00,26.292,104.807,0.352,WL_876_VSled_20220603
2022-06-04,07:44:00,26.195,104.959,0.367,WL_876_VSled_20220603
2022-06-04,07:46:00,26.292,104.703,0.341,WL_876_VSled_20220603
2022-06-04,07:48:00,26.195,104.735,0.344,WL_876_VSled_20220603
2022-06-04,07:50:00,26.195,105.011,0.372,WL_876_VSled_20220603
2022-06-04,07:52:00,26.195,104.752,0.346,WL_876_VSled_20220603
2022-06-04,07:54:00,26.195,104.684,0.339,WL_876_VSled_20220603
2022-06-04,07:56:00,26.195,104.787,0.349,WL_876_VSled_20220603
2022-06-04,07:58:00,26.195,104.735,0.344,WL_876_VSled_20220603
2022-06-04,08:00:00,26.195,104.821,0.353,WL_876_VSled_20220603
2022-06-04,08:02:00,26.195,104.976,0.369,WL_876_VSled_20220603
2022-06-04,08:04:00,26.292,104.703,0.341,WL_876_VSled_20220603
2022-06-04,08:06:00,26.292,104.686,0.339,WL_876_VSled_20220603
2022-06-04,08:08:00,26.292,104.755,0.346,WL_876_VSled_20220603
2022-06-04,08:10:00,26.292,104.858,0.357,WL_876_VSled_20220603
2022-06-04,08:12:00,26.292,104.686,0.339,WL_876_VSled_20220603
2022-06-04,08:14:00,26.292,104.652,0.336,WL_876_VSled_20220603
